run_id,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251125-233508,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,9.4e-05,81920,0.005132,0.225,0.939,4,linear,True,32,2,simple,,,5,250000,512,12000
20251125-234111,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000189,40960,0.005634,0.108,0.931,3,constant,False,256,1,simple,,,5,500000,512,12000
20251126-063500,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,0.000264,81920,0.009584,0.118,0.902,10,constant,False,256,2,simple,,,5,100000,1024,12000
20251126-074438,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000204,163840,0.001317,0.103,0.903,4,constant,False,64,2,simple,,,5,500000,1024,12000
20251126-112043,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,4.6e-05,163840,0.003656,0.243,0.95,4,constant,False,512,3,simple,,,5,250000,64,12000
20251126-112820,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,5e-05,163840,0.009116,0.212,0.911,5,linear,False,128,3,simple,,,5,500000,128,12000
20251126-233714,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000103,40960,0.00752,0.202,0.919,8,constant,False,32,3,simple,,,5,250000,1024,12000
20251126-234132,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000211,327680,0.004423,0.22,0.923,4,constant,True,64,1,simple,,,5,2000000,512,12000
20251127-000557,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.00028,40960,0.005148,0.142,0.921,8,linear,False,128,3,simple,,,5,100000,1024,12000
20251127-000746,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000162,81920,0.00573,0.156,0.915,3,constant,True,512,2,simple,,,5,500000,256,12000
20251127-001916,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,4096,0.000159,163840,0.008613,0.261,0.939,3,linear,False,64,1,simple,,,5,250000,1024,12000
20251127-093019,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridWorld,512,0.00017,10240,0.000761,0.199,0.931,8,linear,True,32,3,simple,,,5,500000,64,12000
20251127-101754,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Hallway,1024,0.000279,81920,0.008109,0.205,0.941,10,constant,True,256,1,simple,,,5,250000,1024,12000
20251127-102213,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,PushBlock,2048,6.7e-05,163840,0.000124,0.184,0.908,5,linear,False,512,1,simple,,,5,1000000,2048,12000
20251127-104007,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Pyramids,1024,0.000119,81920,0.002295,0.278,0.922,3,linear,True,64,2,simple,,,5,250000,64,12000
20251127-104534,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Sorter,2048,5.6e-05,81920,0.007741,0.27,0.942,8,linear,True,64,2,simple,,,5,500000,1024,12000
20251127-112104,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Walker,2048,0.000127,40960,0.004604,0.141,0.937,4,constant,True,64,2,simple,,,5,100000,512,12000
20251127-112351,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Worm,4096,0.000259,163840,0.006102,0.113,0.918,4,constant,True,512,3,simple,,,5,100000,128,12000
20251127-112512,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,sac,3DBall,512,0.000172,500000,,,,,constant,True,32,2,simple,,,5,1000000,128,50000
20251127-130602,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,sac,3DBallHard,128,0.000196,50000,,,,,constant,False,128,3,simple,,,5,500000,64,50000
20251127-140153,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,sac,Crawler,128,5.1e-05,500000,,,,,constant,True,32,2,simple,,,5,250000,2048,25000
20251127-141734,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,sac,GridFoodCollector,128,0.000199,50000,,,,,constant,True,128,2,simple,,,5,500000,512,25000
20251128-002347,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,9.1e-05,20480,0.008273,0.283,0.906,4,constant,True,64,3,simple,,,5,250000,2048,12000
20251128-012302,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000275,20480,0.008002,0.105,0.949,3,linear,False,512,3,simple,,,5,250000,64,12000
20251128-012909,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.00015,163840,0.009739,0.284,0.93,8,constant,False,32,3,simple,,,5,500000,512,12000
20251128-013416,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,7.9e-05,327680,0.004931,0.193,0.915,5,constant,False,256,2,simple,,,5,500000,1024,12000
20251128-013842,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000212,81920,0.005684,0.168,0.932,5,linear,True,256,2,simple,,,5,250000,256,12000
20251128-014109,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000243,163840,0.006949,0.134,0.916,5,constant,True,32,1,simple,,,5,1000000,1024,12000
20251128-103628,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000148,20480,0.000961,0.174,0.936,3,linear,True,512,2,simple,,,5,250000,256,12000
20251128-103855,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000198,163840,0.000916,0.143,0.902,3,linear,True,512,1,simple,,,5,1000000,2048,12000
20251128-104758,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,5e-05,20480,0.003667,0.29,0.946,5,linear,True,256,3,simple,,,5,100000,256,12000
20251128-104901,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000184,40960,0.00279,0.229,0.923,5,linear,True,64,3,simple,,,5,100000,128,12000
20251128-105005,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000269,81920,0.002573,0.208,0.947,8,linear,True,128,1,simple,,,5,1000000,64,12000
20251128-110341,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000138,163840,0.001054,0.11,0.92,5,linear,False,128,2,simple,,,5,1000000,256,12000
20251128-111901,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000224,81920,0.008501,0.183,0.924,5,linear,True,512,1,simple,,,5,1000000,2048,12000
20251128-115322,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000285,81920,0.007001,0.187,0.928,8,constant,True,64,3,simple,,,5,250000,256,12000
20251128-120126,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000242,40960,0.006475,0.109,0.931,5,constant,True,256,1,simple,,,5,500000,1024,12000
20251128-121708,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,1e-05,40960,0.003779,0.245,0.928,3,linear,False,32,3,simple,,,5,250000,2048,12000
20251128-122229,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000202,40960,0.008324,0.293,0.934,3,constant,True,128,3,simple,,,5,500000,256,12000
20251128-123312,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000293,163840,0.009541,0.243,0.95,8,linear,False,256,1,simple,,,5,2000000,1024,12000
20251128-131750,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,8.5e-05,40960,0.000222,0.156,0.942,4,constant,True,64,3,simple,,,5,500000,512,12000
20251128-132356,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,3.8e-05,327680,0.00885,0.226,0.914,4,constant,False,64,3,simple,,,5,2000000,64,12000
20251128-134819,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000114,20480,0.000793,0.188,0.949,8,constant,True,512,1,simple,,,5,1000000,64,12000
20251128-141227,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000131,163840,0.003989,0.257,0.909,8,linear,True,64,2,simple,,,5,500000,1024,12000
20251128-142442,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000214,163840,0.005201,0.183,0.907,5,linear,True,64,3,simple,,,5,250000,64,12000
20251128-143029,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,4.5e-05,81920,0.007499,0.138,0.947,10,constant,True,32,3,simple,,,5,2000000,64,12000
20251128-151920,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000124,20480,0.003697,0.233,0.919,3,constant,False,32,3,simple,,,5,2000000,1024,12000
20251128-213206,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000223,10240,0.009495,0.122,0.938,8,constant,True,512,1,simple,,,5,2000000,512,12000
20251128-222043,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000273,163840,0.000308,0.285,0.916,4,constant,False,512,1,simple,,,5,250000,1024,12000
20251128-222624,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,5.4e-05,10240,0.009911,0.132,0.912,10,linear,False,64,3,simple,,,5,2000000,2048,12000
20251129-180333,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000201,327680,0.002015,0.143,0.911,8,constant,False,32,3,simple,,,5,250000,512,12000
20251129-180902,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000241,327680,0.000421,0.188,0.932,3,constant,True,128,3,simple,,,5,500000,2048,12000
20251129-182027,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,512,0.000202,10240,0.001551,0.3,0.938,10,linear,False,32,2,simple,,,5,1000000,1024,12000
20251129-211401,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,2048,1.9e-05,81920,0.000926,0.181,0.933,4,linear,True,512,1,simple,,,5,1000000,1024,12000
20251130-104145,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,512,0.000103,20480,0.004101,0.251,0.912,3,constant,False,512,3,simple,,,5,500000,64,12000
20251130-110559,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,4096,0.000271,163840,0.007301,0.154,0.915,8,constant,True,32,2,simple,,,5,2000000,512,12000
20251130-132848,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,2048,0.000183,163840,0.002368,0.283,0.915,4,linear,True,128,1,simple,,,5,250000,64,12000
20251130-134334,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,512,0.000262,40960,0.005041,0.168,0.914,10,constant,False,32,1,simple,,,5,2000000,256,12000
20251130-173223,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,4096,0.000202,81920,0.003681,0.195,0.924,8,constant,True,64,2,simple,,,5,1000000,256,12000
20251130-184119,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,4096,0.000299,327680,0.005074,0.113,0.939,8,linear,False,256,3,simple,,,5,500000,2048,12000
20251130-191152,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,1024,0.000154,40960,0.006244,0.197,0.914,4,constant,False,128,2,simple,,,5,250000,64,12000
20251130-192413,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,4096,4.5e-05,327680,0.009057,0.187,0.926,4,linear,True,256,2,simple,,,5,250000,2048,12000
20251130-193143,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridWorld,1024,0.000219,20480,0.001791,0.132,0.939,5,constant,True,512,2,simple,,,5,100000,128,12000
20251201-124625,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000265,10240,0.004184,0.14,0.9,10,constant,True,128,1,simple,,,5,100000,128,12000
20251201-124734,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000245,40960,0.003457,0.191,0.905,4,linear,False,32,3,simple,,,5,1000000,2048,12000
20251201-125609,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000201,10240,0.000682,0.261,0.936,10,linear,True,64,3,simple,,,5,2000000,256,12000
20251201-131718,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000213,81920,0.008074,0.198,0.908,3,linear,True,128,3,simple,,,5,500000,128,12000
20251201-132148,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000252,163840,0.000262,0.158,0.913,10,linear,False,512,2,simple,,,5,500000,128,12000
20251201-132837,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000132,20480,0.000249,0.143,0.929,8,constant,True,256,2,simple,,,5,1000000,128,12000
20251201-133850,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000251,40960,0.002157,0.255,0.943,10,constant,True,64,2,simple,,,5,1000000,64,12000
20251201-134922,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,9.9e-05,20480,0.007609,0.152,0.926,8,constant,False,32,2,simple,,,5,2000000,2048,12000
20251201-140845,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000171,81920,0.000167,0.231,0.947,8,constant,True,64,3,simple,,,5,1000000,256,12000
20251201-141843,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,8.5e-05,81920,0.00156,0.173,0.912,10,linear,True,256,1,simple,,,5,500000,128,12000
20251201-142445,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000187,81920,0.00161,0.2,0.912,3,constant,False,128,2,simple,,,5,100000,512,12000
20251201-142608,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000153,163840,0.007883,0.165,0.903,8,linear,False,256,2,simple,,,5,1000000,128,12000
20251201-144151,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000234,327680,0.004515,0.209,0.929,10,constant,False,128,2,simple,,,5,2000000,512,12000
20251201-151218,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000112,163840,0.000156,0.236,0.906,8,constant,False,512,1,simple,,,5,500000,512,12000
20251201-151929,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,2.6e-05,163840,0.009902,0.175,0.932,4,constant,False,256,1,simple,,,5,1000000,512,12000
20251201-154021,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,6.6e-05,163840,0.007242,0.266,0.946,5,constant,False,128,2,simple,,,5,500000,1024,12000
20251201-154855,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000282,327680,0.001946,0.249,0.925,10,linear,False,128,3,simple,,,5,1000000,256,12000
20251201-161059,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000247,10240,0.009181,0.19,0.935,10,linear,True,64,2,simple,,,5,1000000,2048,12000
20251201-162718,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000281,40960,0.000977,0.235,0.925,10,constant,False,256,1,simple,,,5,500000,1024,12000
20251201-163605,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,6.9e-05,40960,0.006547,0.134,0.937,3,constant,False,256,2,simple,,,5,1000000,128,12000
20251201-165905,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000138,20480,0.002092,0.103,0.931,3,linear,False,512,2,simple,,,5,2000000,256,12000
20251201-172939,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000252,81920,0.001085,0.143,0.907,8,linear,False,256,2,simple,,,5,100000,128,12000
20251201-173115,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000122,20480,0.000612,0.103,0.908,4,constant,True,512,1,simple,,,5,1000000,256,12000
20251201-174720,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,5.3e-05,20480,0.006151,0.289,0.901,5,constant,False,256,2,simple,,,5,1000000,512,12000
20251201-181213,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,2.6e-05,40960,0.008938,0.29,0.931,3,constant,True,128,3,simple,,,5,500000,256,12000
20251201-181838,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,4.9e-05,81920,0.005134,0.213,0.932,5,constant,True,256,2,simple,,,5,2000000,1024,12000
20251201-185227,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.00029,40960,0.003439,0.265,0.909,3,linear,False,32,2,simple,,,5,2000000,64,12000
20251201-193027,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000154,163840,0.003593,0.107,0.932,5,linear,False,32,1,simple,,,5,100000,512,12000
20251201-193200,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000126,40960,0.00932,0.252,0.947,10,constant,True,64,2,simple,,,5,500000,128,12000
20251201-194126,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000116,10240,0.003086,0.147,0.908,4,constant,True,32,3,simple,,,5,1000000,256,12000
20251201-195801,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000296,20480,0.007476,0.193,0.922,3,constant,False,512,3,simple,,,5,500000,128,12000
20251201-200625,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000299,81920,0.000319,0.2,0.903,4,constant,False,32,1,simple,,,5,500000,512,12000
20251201-201426,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,0.000251,20480,0.005305,0.287,0.918,10,linear,False,256,3,simple,,,5,2000000,64,12000
20251201-205233,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,0.000289,81920,0.008201,0.274,0.9,4,linear,False,128,2,simple,,,5,250000,2048,12000
20251201-205638,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,0.000134,81920,0.007785,0.111,0.913,8,constant,False,256,2,simple,,,5,100000,1024,12000
20251201-205827,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000253,20480,0.006178,0.195,0.908,5,constant,True,32,2,simple,,,5,2000000,64,12000
20251201-214841,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.000147,40960,0.004464,0.295,0.914,8,constant,False,128,2,simple,,,5,2000000,512,12000
20251201-224232,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,0.000151,40960,0.008799,0.183,0.945,8,constant,True,64,1,simple,,,5,500000,256,12000
20251201-225557,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,6.4e-05,20480,0.000961,0.223,0.917,10,linear,False,256,1,simple,,,5,500000,128,12000
20251201-230949,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.0001,40960,0.009543,0.162,0.909,3,constant,True,128,3,simple,,,5,2000000,2048,12000
20251201-235932,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000136,163840,0.006378,0.158,0.942,10,constant,True,64,3,simple,,,5,250000,64,12000
20251202-000636,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000225,40960,0.007265,0.269,0.918,5,linear,False,512,3,simple,,,5,250000,64,12000
20251202-001356,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,7.3e-05,163840,0.007904,0.166,0.91,4,constant,False,32,1,simple,,,5,1000000,256,12000
20251202-003904,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,7.4e-05,40960,0.003495,0.276,0.942,5,constant,False,64,2,simple,,,5,100000,512,12000
20251202-004145,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000123,81920,0.005302,0.197,0.936,5,constant,False,512,3,simple,,,5,1000000,1024,12000
20251202-010949,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,2048,0.000143,40960,0.001362,0.156,0.933,5,linear,True,128,3,simple,,,5,1000000,512,12000
20251202-163955,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000203,20480,0.006693,0.192,0.937,8,constant,True,64,1,simple,,,5,250000,2048,12000
20251202-164250,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.0001,81920,0.002989,0.222,0.907,5,constant,False,512,2,simple,,,5,1000000,256,12000
20251202-165302,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000213,81920,0.006502,0.219,0.917,5,constant,True,64,1,simple,,,5,500000,64,12000
20251202-165744,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,4.2e-05,81920,0.007339,0.2,0.938,10,constant,False,256,1,simple,,,5,100000,128,12000
20251202-165854,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,7.1e-05,40960,0.009942,0.141,0.91,10,linear,False,256,2,simple,,,5,1000000,1024,12000
20251202-170958,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,0.000169,163840,0.000374,0.286,0.902,3,constant,True,32,1,simple,,,5,500000,128,12000
20251202-171559,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.000189,20480,0.003987,0.16,0.913,8,linear,False,512,1,simple,,,5,250000,2048,12000
20251202-171932,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,6e-05,40960,0.000922,0.195,0.909,4,constant,True,512,1,simple,,,5,2000000,256,12000
20251202-174357,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,5.4e-05,163840,0.004116,0.192,0.941,5,linear,False,512,1,simple,,,5,500000,1024,12000
20251202-175044,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,0.000208,20480,0.003358,0.131,0.946,5,linear,True,256,2,simple,,,5,2000000,1024,12000
20251202-181611,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000224,327680,0.005663,0.163,0.936,10,linear,True,256,1,simple,,,5,250000,2048,12000
20251202-182210,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,2.9e-05,40960,0.006837,0.227,0.918,10,constant,False,256,3,simple,,,5,250000,64,12000
20251202-182914,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,7.9e-05,163840,0.006075,0.178,0.914,3,linear,False,32,3,simple,,,5,250000,128,12000
20251202-183520,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,0.000102,81920,0.004467,0.219,0.931,4,linear,True,32,2,simple,,,5,2000000,256,12000
20251202-192333,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,4.6e-05,40960,0.005553,0.134,0.908,4,linear,False,32,3,simple,,,5,250000,2048,12000
20251202-192948,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,1024,4.2e-05,40960,0.003559,0.175,0.929,4,linear,False,128,3,simple,,,5,2000000,64,12000
20251202-212009,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,GridFoodCollector,512,9.4e-05,40960,0.003871,0.121,0.943,5,linear,True,64,2,simple,,,5,1000000,256,12000
20251203-123153,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000297,81920,0.00496,0.295,0.931,4,linear,False,32,3,simple,,,5,250000,64,12000
20251203-123414,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,4.2e-05,163840,0.002252,0.127,0.943,10,constant,False,64,1,simple,,,5,100000,1024,12000
20251203-123504,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000289,327680,0.00733,0.103,0.947,10,linear,False,32,1,simple,,,5,250000,1024,12000
20251203-123701,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,2.8e-05,20480,0.001498,0.25,0.931,10,constant,False,64,3,simple,,,5,1000000,512,12000
20251203-124739,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.0002,20480,0.004776,0.162,0.939,4,linear,False,512,2,simple,,,5,500000,512,12000
20251203-125225,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,2048,0.000256,40960,0.008344,0.261,0.914,10,constant,True,32,3,simple,,,5,100000,512,12000
20251203-125356,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,8.6e-05,40960,0.007297,0.127,0.935,4,constant,True,32,3,simple,,,5,2000000,64,12000
20251203-131735,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,1024,0.000157,20480,0.006105,0.248,0.903,10,constant,False,128,3,simple,,,5,2000000,2048,12000
20251203-183957,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,4096,9.5e-05,327680,0.006484,0.168,0.942,5,linear,False,256,2,simple,,,5,2000000,2048,12000
20251203-191253,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBallHard,512,0.00026,20480,0.002876,0.167,0.919,10,constant,True,512,3,simple,,,5,2000000,1024,12000
20251203-224358,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000141,81920,0.001453,0.14,0.935,5,constant,True,512,2,simple,,,5,100000,512,12000
20251203-231504,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,6.5e-05,163840,0.009684,0.231,0.902,5,constant,True,128,3,simple,,,5,500000,64,12000
